Recipe Name,Total Time In Mins,URL,Cleaned-Ingredients,Ingredient-count
Paneer Butter Masala Biryani Recipe - Layered Paneer Butter Masala Biryani Recipe,45,https://www.archanaskitchen.com/layered-paneer-butter-masala-biryani-recipe-in-hindi,"tomato,cloves garlic,kasoori methi,onion,cardamom,salt,green chilli,cottage cheese cube,cinnamon,cashews,garam masala powder,star anise,cardamom powder,rice,red chilli powder,water,mint,coriander (dhania) leaves,ginger,ghee,cumin powder,bay leaf,salt oil,black pepper",24
Gond Ke Ladoo Recipe - Edible Gum Ladoo,75,https://www.archanaskitchen.com/goond-ke-ladoo-recipe-edible-gum-ladoo,"cashew nuts,wheat flour,ghee,dry coconut (kopra),sugar,badam (almond),goond (edible gum)",7
Kobari Charu recipe - Kobbari Charu Recipe,50,https://www.archanaskitchen.com/kobbari-chaaru-recipe-coconut-milk-dal-sambar-recipe-in-hindi,"salt,coriander leaves,chana lentils,spoon turmeric powder,water,mustard,curry leaves,oil,coconut milk,green chillies,cumin seeds",11
Basil Tincture Recipe (Or) - Herbal Drink From Basil,10,https://www.archanaskitchen.com/tulsi-kashayam-recipe-kaada-herbal-drink-from-tulsi-holi-basil-black-pepper-ginger-and-palm-sugar,"water,dry ginger powder,tulsi (holy basil),black pepper powder,palm sugar (panakalkandu)",5
Carrot Corn Mayo Pancake Recipe With Sandwich Spread,55,https://www.archanaskitchen.com/carrot-corn-mayo-pancake-recipe-with-sandwich-spread,"baking powder,wheat flour,salt,coriander (dhania) leaves,black pepper powder,carrot,baking soda,curd,onion,del monte sandwich,sweet corn,eggs,green chillies,butter",14
Tamil Nadu Style Spicy Egg Fry Recipe,35,https://www.archanaskitchen.com/tamil-nadu-style-spicy-egg-fry-recipe,"salt,ginger,gram dal (pottukadalai),cloves garlic,black peppercorns,dry red chillies,eggs,sunflower oil",8
Chirer Dudh Puli Recipe - Bengali Style Baten Rice Dumpling Milk,40,https://www.archanaskitchen.com/chirer-dudh-puli-recipe-bengali-style-rice-dumpling-kheer,"palm jaggery date palm jaggery,coconut,poha (flattened rice),milk,sooji (semolina rava),flour (maida)",6
Waffle Broth Recipe - Puppet's Yamarinta Crovy,25,https://www.archanaskitchen.com/appalam-vathal-kuzhambu-recipe-spicy-and-tangy-papad-curry,"urad dal papad,salt,tamarind water,asafoetida (hing),mustard seeds,jaggery,water,pearl onion (sambar onion),curry leaves,dry red chillies,gingelly oil,methi seeds (fenugreek seeds),turmeric powder,sambar powder",14
Kashmiri Style Modur Pulao With Pomegranate Recipe,160,https://www.archanaskitchen.com/kashmiri-modur-pulao-with-pomegranate-and-paneer-masala-curry-recipe,"cashew nuts,salt,cumin powder (jeera),cardamom (elaichi) podsseeds,ghee,anardana powder (pomegranate seed powder),milk,saffron strands,raisins,water,cinnamon stick (dalchini),badam (almond),basmati rice hour,dates,cloves (laung),sunflower oil",16
North Indian Style Mushroom Matar Masala Recipe,40,https://www.archanaskitchen.com/north-indian-style-mushroom-matar-masala-recipe,"tomato paste,green chilli,coriander powder,mustard seeds,asafoetida (hing),green peas (matar),red chilli powder,water,onion paste,ginger garlic paste,coriander (dhania) leaves,onion,cumin seeds (jeera),button mushrooms,turmeric powder,garam masala powder,sunflower oil",17
Dhania Chole Masala Recipe - Chickpeas In Fresh Coriander Gravy,540,https://www.archanaskitchen.com/chole-dhania-masala-recipe,"salt,black salt,ginger,coriander (dhania) leaves,ghee,bay leaf (tej patta),cloves garlic,kabuli chana (white chickpeas),onion,lemon,cinnamon stick (dalchini),brown cardamom (badi elaichi),coriander powder,green chillies,garam masala powder",15
Capsicum Masala Poriyal (Recipe in Hindi),63,https://www.archanaskitchen.com/capsicum-masala-poriyal-recipe-in-hindi,"salt,peanuts roast,coconut,capsicum (green),capsicum (yellow),capsicum (red),mustard,curry leaves,cloves garlic un,dry red chillies,onion,oil,coriander (dhania) leaves,cumin seeds",14
Kerala Style Raw Banana and Suran Kotu Curry Recipe - Kerala Style Plantain & Yam Thoran Recipe,380,https://www.archanaskitchen.com/kerala-style-plantain-yam-kootu-curry-recipe-in-hindi,"turmeric powder,salt,green chilli,coconut,red chilli powder,cloves garlic,banana,mustard,oil,black gram,suran,cumin seeds,black pepper",13
Cheese Stuffed Aloo Bonda Recipe,45,https://www.archanaskitchen.com/cheese-stuffed-aloo-bonda-recipe,"coriander (dhania),salt,ginger,mustard seeds,asafoetida (hing),mozzarella cheese,gram flour (besan),onion,potato (aloo),turmeric powder,green chillies,sunflower oil",12
Dahi Wale Paneer Recipe - Paneer In A Curd Gravy,80,https://www.archanaskitchen.com/dahi-wale-paneer-recipe-paneer-in-a-curd-gravy,"tomato,red bell pepper (capsicum),red chillies,cumin powder (jeera),cashews almonds (paste),paneer,coriander (dhania) leaves,cloves garlic,onion,lemon,ginger chooped,gram curd,coriander powder,turmeric powder,butter,garam masala powder",16
Nutty Aloo Paratha Recipe,55,https://www.archanaskitchen.com/nutty-aloo-paratha-recipe,"salt,wheat flour,cumin powder (jeera),coriander (dhania) leaves,paneer,ghee,raisins,water make pliable dough,red chilli powder green chillies,potato (aloo),spinach leaves (palak),garam masala powder,mixed nuts",13
Chicken Tikka Taco Recipe Topped With Cheesy Garlic Mayo,20,https://www.archanaskitchen.com/chicken-tikka-taco-recipe-topped-with-sour-cream-salsa,"re beans,nutralite cheesy garlic mayo,summer salad,tomato salsa,taco shells,hariyali chicken tikka",6
Masalewali Turai Sabzi Recipe - Masalawali Turai Sabzi Recipe,50,https://www.archanaskitchen.com/masalewali-turai-sabzi-recipe-ridge-gourd-in-tomato-curry-in-hindi,"tomato,turmeric powder,salt,ginger,coriander leaves,jaggery,red chilli powder,water,mustard,oil,spoon coriander powder,cumin seeds,trumpet",13
Pudina Mushroom And Soya Biryani Recipe,60,https://www.archanaskitchen.com/minty-mushroom-and-soya-biryani-recipe,"ajwain (carom seeds),cloves garlic,onion,soy (nuggets),turmeric powder,green chillies,salt,cardamom (elaichi) podsseeds,mint leaves (pudina),star anise,garam masala powder,red chilli powder,curd,button mushrooms,ginger,ghee,bay leaf (tej patta),biryani masala,basmati rice spices infused water (spices include cinnamon,cinnamon stick (dalchini),cloves (laung)",21
White Vegetable Kurma Recipe With Coconut & Cashew,30,https://www.archanaskitchen.com/white-vegetable-kurma-recipe-with-coconut-cashew,"cashew nuts,salt,coconut,fennel seeds (saunf),cardamom (elaichi) podsseeds,cauliflower (gobi),black peppercorns,carrot,ginger garlic paste,onion,poppy seeds,cinnamon stick (dalchini),cumin seeds (jeera),cloves (laung),potato (aloo),green chillies,star anise,sunflower oil",18
Muttaikose Poriyal Recipe - Cabbage Stir fry With Coconut,45,https://www.archanaskitchen.com/muttaikose-poriyal-recipe-south-indian-cabbage-stir-fry-with-coconut,"salt,green chilli,mustard seeds,coconut,curry leaves,white urad dal (split),cabbage (patta gobi muttaikose)",7
Bengaluru Style Brinjal Gravy Recipe - For Biryani,90,https://www.archanaskitchen.com/bengaluru-style-brinjal-gravy-recipe-for-biryani,"tomato,salt,mustard seeds,brinjal (baingan eggsplant),coriander (dhania) leaves,jaggery,red chilli powder,black peppercorns,ginger garlic paste,onion,tamarind,turmeric powder,sunflower oil",13
PF Chang's Style Crispy Chicken Lettuce Wraps Recipe,25,https://www.archanaskitchen.com/pf-chang-s-style-crispy-chicken-lettuce-wraps-recipe,"sweet spicy red chilli sauce (tomato chilli sauce),salt,soy sauce,iceberg lettuce,spring onion (bulb greens),chilli vinegar,garlic,black pepper powder,button mushrooms,red chilli sauce,chicken breasts cm cubes,sunflower oil",12
Lemon Frozen Yogurt Recipe,600,https://www.archanaskitchen.com/lemon-frozen-yogurt-recipe,"orange,orange two,curd,sugar,vanilla drops,lemon,turmeric powder",7
Paneer Capsicum Sandwich Recipe,20,https://www.archanaskitchen.com/paneer-capsicum-sandwich-recipe,"wheat brown bread,salt,green chilli,paneer,chaat masala powder,black pepper powder,green bell pepper (capsicum),butter",8
Dry Suran Masala Vegetable Recipe,35,https://www.archanaskitchen.com/sukhi-suran-masala-sabzi-recipe,"salt,elephant yam (suransenairatalu),ginger,cumin powder (jeera),red chilli powder,curry leaves,onion,garlic,cumin seeds (jeera),black pepper powder,coriander powder,turmeric powder,green chillies,garam masala powder,sunflower oil",15
One Pot Pressure Cooker Chicken Curry Recipe - One Pot Pressure Cooker Chicken Curry Recipe,40,https://www.archanaskitchen.com/one-pot-pressure-cooker-chicken-curry-recipe-in-hindi,"tomato,turmeric powder,salt,ginger,red chilli powder,water,curry leaves,garlic,onion,coriander powder,coconut oil,chicken breast,garam masala powder",13
Lauki Ka Salan Recipe - Bottle Gourd Salan Recipe,50,https://www.archanaskitchen.com/lauki-ka-salan-recipe-bottle-gourd-salan-recipe,"tomato,salt,ginger,tamarind water,mustard seeds,coconut,red chilli powder,cloves garlic,coriander (dhania) leaves,onion,bottle gourd (lauki),cumin seeds (jeera),methi seeds (fenugreek seeds),peanuts (moongphali),sesame seeds (til seeds),coriander powder,turmeric powder,green chillies,sunflower oil",19
Togari Bell Thove Recipe - Tour Dal Juice,35,https://www.archanaskitchen.com/togaribele-tovve-recipe-red-gram-dal-rasam,"ginger,arhar dal (split toor dal),ghee,mustard seeds,asafoetida (hing),coriander (dhania) leaves,water,curry leaves,lemon,tamarind,turmeric powder,green chillies",12
Chicken Shawarma Recipe,85,https://www.archanaskitchen.com/chicken-shwarma-recipe,"salt,cumin powder (jeera),wheat flour,hummus,milk,red chilli powder,virgin olive oil,dry yeast,ginger garlic paste,carrot,sugar,tomato pulp,chilli vinegar,tzatziki,onion,black pepper powder,cucumber,coriander powder,chicken breasts,turmeric powder",20
Mushroom Paratha Recipe,60,https://www.archanaskitchen.com/mushroom-paratha-recipe,"salt,wheat flour,onion,cumin seeds (jeera),ghee parathas,ghee,oil,button mushrooms,turmeric powder,green chillies,garam masala powder,sunflower oil",12
Palak Chana Dal Recipe - Healthy Spinach Gram Dal Recipe,50,https://www.archanaskitchen.com/palak-chana-dal-recipe-healthy-spinach-gram-dal-recipe,"tomato,salt,green chillies,cumin powder (jeera),chana dal (bengal gram dal),ghee,asafoetida (hing),red chilli powder,water,ginger garlic paste,dry red chillies,onion,cumin seeds (jeera),turmeric powder,spinach leaves (palak)",15
Pasi Paruppu Kosumalli Recipe (Spiced Lentil Salad Recipe),45,https://www.archanaskitchen.com/pasi-parupu-kosumalli-recipe-spiced-lentil-salad-recipe,"salt,yellow moong dal (split),coconut,mustard seeds,asafoetida (hing),coriander (dhania) leaves,carrot,curry leaves,lemon,cucumber,green chillies,sunflower oil",12
Maharashtrian Style Semolina and Yogurt Cake Recipe,85,https://www.archanaskitchen.com/maharashtrian-style-semolina-and-yogurt-cake-recipe,"cashew nuts,baking powder,ghee,saffron strands,raisins,curd,cardamom powder (elaichi),caster sugar,sooji (semolina rava)",9
Ragi Masala Roti Recipe,40,https://www.archanaskitchen.com/ragi-masala-roti-recipe,"salt,dill leaves,coriander (dhania) leaves,ghee,carrot,ragi flour (finger millet nagli),onion,cumin seeds (jeera),green chillies",9
Dry Sweet Potato Thoran Recipe,20,https://www.archanaskitchen.com/dry-sweet-potato-thoran-recipe,"salt,asafoetida (hing),mustard seeds,curry leaves,white urad dal (split),onion,rasam powder,turmeric powder,sweet potatoes,sunflower oil",10
Oreo Milkshake Recipe,25,https://www.archanaskitchen.com/oreo-milkshake-recipe,"chocolate sauce,heavy whipping cream,oreo biscuits,milk,scoops,vanilla ice",6
Mexican Grilled Corn Flavoured With Cheesy Garlic Mayo Recipe,25,https://www.archanaskitchen.com/mexican-grilled-corn-with-delmonte-cheesy-garlic-mayonnaise-recipe,"paprika powder,coriander (dhania) leaves,lemon wedged,sweet corn,parmesan cheese,butter,del monte cheesy garlic mayo",7
Paneer Matar Butter Masala (Indian Cottage Cheese and Peas Masala With Butter) Recipe,60,https://www.archanaskitchen.com/paneer-matar-butter-masala-indian-cottage-cheese-and-peas-masala-with-butter-recipe,"tomato,salt,cashew nuts,ginger,ghee,paneer,cardamom (elaichi) podsseeds,milk,green peas (matar),red chilli powder,onion red,cloves garlic,black peppercorns,sugar,dry red chillies,cinnamon stick (dalchini),coriander (dhania) seeds,kasuri methi (dried fenugreek leaves),sunflower oil",19
Dhugare Baingan Recipe - Dhungare Baingan Recipe,25,https://www.archanaskitchen.com/dhungare-baingan-recipe-in-hindi,"kashmiri red chilli powder,green chilli,yogurt,salt ghee,cumin powder,eggsplant,coriander,onion,garam masala powder",9
Rajasthani Style Dried Gatta Capsicum Vegetable Recipe,40,https://www.archanaskitchen.com/rajasthani-style-sukhe-gatte-capsicum-ki-sabzi-recipe,"salt,amchur (dry mango powder),asafoetida (hing),ajwain (carom seeds),red chilli powder,gram flour (besan),curd,coriander (dhania) leaves,cumin seeds (jeera),green bell pepper (capsicum),coriander powder,turmeric powder,garam masala powder,sunflower oil",14
Indo Chinese Crispy Chicken Chilli Recipe,70,https://www.archanaskitchen.com/indo-chinese-crispy-chicken-chilli-recipe,"salt,ginger,corn flour,soy sauce,water,green chilli sauce,garlic,chicken,onion,vinegar,black pepper powder,green bell pepper (capsicum),tomato pasta sauce,flour (maida),red chilli sauce,green chillies,sunflower oil",17
And fish soup recipe - Bengali fish curry,50,https://www.archanaskitchen.com/aar-macher-jhol-recipe-bengali-fish-curry,"tomato,salt,coriander (dhania) leaves,aar maach (fish) (rohu katla),bay leaf (tej patta),mustard oil,red chilli powder,water,ginger garlic paste,cumin seeds (jeera),coriander powder,turmeric powder,green chillies",13
Stem Lettuce Tamarind Broth Recipe - Surri left behind by Amarnath Greens,30,https://www.archanaskitchen.com/thandu-keerai-puli-kuzhambu-recipe-amaranth-cooked-in-tamarind-sauce,"tomato,salt,tamarind pulp,mustard seeds,asafoetida (hing),methi powder (fenugreek powder),sesame (gingelly) oil,cloves garlic,curry leaves,onion,green amaranth leaves,sambar powder",12
Crispy Masala Peanuts Recipe - Gujarati Sing Bhujia,35,https://www.archanaskitchen.com/crispy-masala-peanuts-recipe-gujarati-sing-bhujia,"salt,chaat masala powder,red chilli powder,water,gram flour (besan),peanuts (moongphali),black pepper powder,coriander powder,rice flour,sunflower oil",10
Maa Ki Dal (Recipe),160,https://www.archanaskitchen.com/maa-ki-dal-recipe-in-hindi,"tomato,salt,ginger,kashmiri red chilli powder,ghee,kidney beans,black urad dal (split),coriander powder,cumin seeds,garam masala powder",10
Palak Mushroom Makhani Recipe - Creamy Spinach & Mushroom,40,https://www.archanaskitchen.com/palak-mushroom-gravy-recipe-spinach-mushroom-curry,"tomato,green chillies,cumin powder (jeera),ginger,button mushrooms,salt,ghee,cloves garlic,cinnamon stick (dalchini),cumin seeds (jeera),turmeric powder,spinach leaves (palak),garam masala powder",13
Dahi Bhalla Papdi Chaat Recipe,40,https://www.archanaskitchen.com/dahi-bhalla-papdi-puri-chaat-recipe,"cumin powder (jeera),curd vada,anardana powder (pomegranate seed powder),chaat masala powder,boondi sev,sweet chutney (date tamarind),carrot,coriander (dhania) leaves,onion,peanuts (moongphali),papdi puris,green chutney (coriander mint)",12
Wheat Grass Shikanji - Wheat Grass Lemonade Recipe,30,https://www.archanaskitchen.com/wheat-grass-shikanji-lemonade-recipe,"black salt,cumin powder (jeera),lemon,black pepper powder,wheat grass powder",5
Chole Masala Recipe - Dry Masala Chickpeas (Recipe),40,https://www.archanaskitchen.com/dry-masala-chickpeas-recipe-in-hindi,"turmeric powder,salt,gingerpaste,red chilli powder,kabuli channa soak then boil,spoon cumin powder,amchoor powder,oil,coriander powder,chana masala powder,cumin seeds",11
Rajasthani Kachri Chutney Recipe - Rajasthani Kachri Ki Chutney Recipe,18,https://www.archanaskitchen.com/rajasthani-kachri-ki-chutney-recipe-wild-cucumber-chutney-in-hindi,"salt,ghee,cloves garlic,curd,kachris,dry red chillies,cumin seeds",7
Fasting Potato Paneer Recipe - Potato Paneer Curry Without Onion And Garlic Recipe,80,https://www.archanaskitchen.com/potato-paneer-curry-without-onion-and-garlic-recipe-recipe-in-hindi,"tomato,salt per,gms cheese,ginger grated,red chilli powder,coriander powder,potatoes,oil coriander (dhania) leaves finely,green chillies,cumin powder baked",10
" Katachi Amti (Recipe In Hindi)",25,https://www.archanaskitchen.com/katachi-amti-recipe-spicy-accompaniment-to-maharashtrian-puran-poli-in-hindi,"salt,cumin,black peppers,lentil water chana lentil water,coriander leaves,curry leaves break,jaggery,water,mustard,bay leaf,goda masala,oil,tamarind paste reduce you like",13
Khara Obbattu Recipe (Bread Stuffed With Spicy Potato Mixture Recipe),75,https://www.archanaskitchen.com/kara-obbattu-recipe-bread-stuffed-with-spicy-potato-mixture-recipe,"salt,wheat flour,ginger,red chilli powder,cloves garlic,curry leaves,curd,coriander (dhania) leaves,onion,cumin seeds (jeera),potato (aloo),sooji (semolina rava),flour (maida),turmeric powder,green chillies,sunflower oil",16
Cauliflower Matar Bhurji (Recipe in Hindi),45,https://www.archanaskitchen.com/cauliflower-matar-bhurji-recipe-in-hindi,"tomato,turmeric powder,salt,coriander leaves,red chilli powder,ginger garlic paste,onion,oil,green chillies,green peas,garam masala powder,cabbage",12
Kashmiri Style Paneer Masala Recipe,35,https://www.archanaskitchen.com/kashmiri-style-paneer-masala-recipe,"tomato,salt,kashmiri red chilli powder,bay leaves (tej patta),cardamom (elaichi) podsseeds,paneer,asafoetida (hing),ajwain (carom seeds),fennel seeds (saunf),saffron strands,curd,dry ginger powder,coriander (dhania) leaves,cinnamon stick (dalchini),garam masala powder",15
